PROVINCIA,TOTAL,HOMBRES_MENOS_25,HOMBRES_25_44,HOMBRES_MAS_45,MUJERES_MENOS_25,MUJERES_25_44,MUJERES_MAS_45,AGRICULTURA,INDUSTRIA,CONSTRUCCION,SERVICIOS,SIN_EMPLEO_ANTERIOR,MONTH,YEAR
PONTEVEDRA,56414,3176,9144,7531,3550,19352,13661,1964,9753,4991,31188,8518,6,2006
PONTEVEDRA,51976,2603,7882,7061,2994,17462,13974,1844,8918,4353,28319,8542,6,2007
PONTEVEDRA,57207,3145,10319,8406,2805,17870,14662,2159,9506,6113,30944,8485,6,2008
PONTEVEDRA,78628,4842,18286,11843,3421,23605,16631,2325,14825,11341,42793,7344,6,2009
PONTEVEDRA,58088,3242,9844,7599,4044,20258,13101,1906,10528,5186,31094,9374,7,2005
PONTEVEDRA,53897,2769,8700,7476,3080,18371,13501,1903,9413,4838,29762,7981,7,2006
PONTEVEDRA,50385,2432,7814,6973,2634,16810,13722,1757,8784,4264,27561,8019,7,2007
PONTEVEDRA,56162,3077,10429,8345,2588,17337,14386,1958,9564,6286,30324,8030,7,2008
PONTEVEDRA,75555,4652,17234,11662,3394,22309,16304,2113,14016,10987,40853,7586,7,2009
PONTEVEDRA,57603,3176,9816,7573,3914,20097,13027,1937,10333,5103,31076,9154,8,2005
PONTEVEDRA,53061,2635,8672,7339,3013,18099,13303,1944,9098,4751,29433,7835,8,2006
PONTEVEDRA,50895,2444,8195,7149,2636,16785,13686,1840,8748,4513,27897,7897,8,2007
PONTEVEDRA,57654,3111,11045,8546,2616,17892,14444,1972,9815,6523,31311,8033,8,2008
PONTEVEDRA,75802,4537,17447,11604,3458,22478,16278,2056,13841,11146,40985,7774,8,2009
PONTEVEDRA,58157,3336,9945,7632,4117,20081,13046,1964,10233,5155,31487,9318,9,2005
PONTEVEDRA,53513,2688,8551,7295,3193,18385,13401,1945,9211,4672,29747,7938,9,2006
PONTEVEDRA,51240,2419,8223,7176,2756,16896,13770,1842,8616,4457,28297,8028,9,2007
PONTEVEDRA,59615,3257,11808,8845,2779,18383,14543,2013,10226,6833,32387,8156,9,2008
PONTEVEDRA,77566,4744,17708,11910,3827,22934,16443,2102,13613,11361,42267,8223,9,2009
PONTEVEDRA,60612,3507,10415,7875,4374,21006,13435,2189,10661,5369,34026,8367,10,2005
PONTEVEDRA,55449,2778,9018,7474,3522,18936,13721,2045,9365,4705,31021,8313,10,2006
PONTEVEDRA,53248,2683,8812,7351,2995,17376,14031,1990,8928,4630,29500,8200,10,2007
PONTEVEDRA,64648,3781,13402,9366,3157,19908,15034,2244,10921,7518,35501,8464,10,2008
PONTEVEDRA,81437,5113,18747,12278,4196,24162,16941,2338,13881,11846,44619,8753,10,2009
PONTEVEDRA,63939,3756,11026,8110,4793,22392,13862,2224,11129,5561,35948,9077,11,2005
PONTEVEDRA,57657,2971,9481,7613,3739,19784,14069,2130,9563,4894,32305,8765,11,2006
PONTEVEDRA,55809,2892,9536,7569,3184,18256,14372,2089,9179,4910,31073,8558,11,2007
PONTEVEDRA,69394,4344,14990,9957,3500,21236,15367,2375,11715,8313,37966,9025,11,2008
PONTEVEDRA,66508,4019,12007,8522,4741,23014,14205,2341,12001,6250,36658,9258,12,2005
PONTEVEDRA,58944,3049,10118,7884,3654,19998,14241,2234,10093,5400,32481,8736,12,2006
PONTEVEDRA,57226,3032,10209,7991,3153,18316,14525,2185,9715,5475,31336,8515,12,2007
PONTEVEDRA,73834,4655,17018,10801,3530,21986,15844,2514,12843,9641,39736,9100,12,2008
SALAMANCA,20697,1133,3103,2793,1459,7389,4820,499,1889,2953,12765,2591,1,2006
SALAMANCA,19449,982,2730,2644,1246,6675,5172,485,1703,2940,11615,2706,1,2007
SALAMANCA,19090,982,2736,2663,1177,6200,5332,457,1619,2745,11375,2894,1,2008
SALAMANCA,25613,1759,5240,4089,1456,7153,5916,642,2306,4658,15632,2375,1,2009
SALAMANCA,20842,1154,3065,2767,1501,7473,4882,530,1866,3027,12805,2614,2,2006
SALAMANCA,19642,968,2710,2595,1321,6791,5257,472,1672,2913,11754,2831,2,2007
SALAMANCA,19450,1041,2801,2674,1192,6328,5414,476,1623,2764,11607,2980,2,2008
SALAMANCA,26399,1832,5353,4171,1601,7394,6048,639,2387,4713,16130,2530,2,2009
SALAMANCA,20930,1124,2979,2753,1551,7544,4979,539,1828,3099,12831,2633,3,2006
SALAMANCA,19771,984,2627,2575,1279,6899,5407,491,1692,2829,11796,2963,3,2007
SALAMANCA,19770,1077,2902,2689,1163,6439,5500,472,1624,2879,11754,3041,3,2008
SALAMANCA,27806,1929,5434,4211,1754,8138,6340,639,2454,4721,17030,2962,3,2009
SALAMANCA,20579,1101,2900,2662,1532,7417,4967,528,1815,3090,12499,2647,4,2006
SALAMANCA,19305,897,2563,2537,1195,6716,5397,464,1694,2742,11485,2920,4,2007
SALAMANCA,20196,1134,2979,2826,1169,6488,5600,487,1762,3022,11774,3151,4,2008
SALAMANCA,27750,1853,5414,4166,1751,8151,6415,632,2515,4614,16884,3105,4,2009
SALAMANCA,19031,931,2614,2710,1351,6988,4437,496,1782,1983,12049,2721,5,2005
SALAMANCA,19106,996,2522,2560,1351,6776,4901,504,1701,2926,11460,2515,5,2006
SALAMANCA,18910,843,2473,2484,1145,6622,5343,458,1646,2660,11194,2952,5,2007
SALAMANCA,19692,1083,2929,2808,1098,6272,5502,493,1724,2968,11428,3079,5,2008
SALAMANCA,27290,1796,5311,4121,1712,7985,6365,648,2485,4368,16561,3228,5,2009
SALAMANCA,18397,1021,2476,2532,1380,6675,4313,498,1755,2006,11214,2924,6,2005
SALAMANCA,18069,1008,2337,2518,1169,6308,4729,468,1622,2908,10587,2484,6,2006
SALAMANCA,17534,850,2184,2360,1070,6009,5061,435,1538,2431,10229,2901,6,2007
SALAMANCA,19080,1109,2876,2823,1029,5943,5300,482,1702,2987,10873,3036,6,2008
SALAMANCA,25698,1672,4970,3963,1483,7485,6125,620,2344,4096,15403,3235,6,2009
SALAMANCA,17649,920,2447,2410,1201,6361,4310,446,1812,1916,10694,2781,7,2005
SALAMANCA,17034,880,2205,2263,1059,5976,4651,424,1583,2646,9979,2402,7,2006
SALAMANCA,16660,753,2172,2202,951,5733,4849,390,1517,2272,9713,2768,7,2007
SALAMANCA,18550,1131,2949,2725,962,5717,5066,468,1676,2921,10492,2993,7,2008
SALAMANCA,24793,1640,4771,3875,1497,7126,5884,588,2318,3859,14544,3484,7,2009
SALAMANCA,17485,900,2502,2309,1193,6297,4284,429,1876,1967,10536,2677,8,2005
SALAMANCA,16742,812,2194,2185,1013,5937,4601,404,1556,2586,9823,2373,8,2006
SALAMANCA,16387,762,2195,2134,930,5585,4781,375,1564,2205,9575,2668,8,2007
SALAMANCA,18740,1128,3100,2736,969,5726,5081,475,1764,2997,10497,3007,8,2008
SALAMANCA,24740,1678,4813,3780,1548,7155,5766,567,2314,3860,14413,3586,8,2009
SALAMANCA,17873,938,2421,2320,1351,6509,4334,420,1800,2053,10804,2796,9,2005
SALAMANCA,17152,835,2252,2106,1112,6105,4742,415,1549,2665,10075,2448,9,2006
SALAMANCA,16945,805,2182,2148,1033,5822,4955,396,1560,2225,10012,2752,9,2007
SALAMANCA,19953,1250,3351,2834,1107,6136,5275,495,1789,3182,11265,3222,9,2008
SALAMANCA,25723,1868,4988,3839,1752,7335,5941,542,2338,3999,14924,3920,9,2009
SALAMANCA,19002,1046,2669,2509,1485,6798,4495,414,1798,2373,11809,2608,10,2005
SALAMANCA,17747,876,2347,2212,1218,6261,4833,407,1539,2755,10523,2523,10,2006
SALAMANCA,17800,889,2393,2199,1102,6086,5131,367,1599,2295,10628,2911,10,2007
SALAMANCA,21238,1387,3687,3057,1261,6366,5480,482,1836,3411,12051,3458,10,2008
SALAMANCA,26541,1937,5155,3997,1797,7524,6131,576,2353,4164,15480,3968,10,2009
SALAMANCA,19858,1102,2822,2676,1478,7119,4661,505,1837,2580,12276,2660,11,2005
SALAMANCA,18249,892,2435,2390,1228,6363,4941,441,1579,2832,10848,2549,11,2006
SALAMANCA,17244,857,2271,2252,1049,5688,5127,396,1512,2304,10297,2735,11,2007
SALAMANCA,22829,1571,4159,3423,1335,6619,5722,578,1948,3931,12827,3545,11,2008
SALAMANCA,19727,1059,2996,2729,1316,6971,4656,484,1858,2754,12082,2549,12,2005
SALAMANCA,18310,871,2636,2556,1123,6196,4928,448,1629,2943,10821,2469,12,2006
SALAMANCA,17772,906,2581,2521,969,5707,5088,419,1592,2581,10488,2692,12,2007
SALAMANCA,24132,1690,4905,3913,1319,6594,5711,599,2033,4733,13129,3638,12,2008
SEGOVIA,4570,285,862,560,344,1815,704,403,543,541,2768,315,1,2006
SEGOVIA,3908,216,742,491,207,1567,685,352,421,486,2400,249,1,2007
SEGOVIA,5084,311,1104,729,272,1820,848,444,657,783,2888,312,1,2008
SEGOVIA,7701,636,2160,1307,387,2214,997,593,951,1700,4173,284,1,2009
SEGOVIA,4570,288,826,549,360,1832,715,395,529,505,2800,341,2,2006
SEGOVIA,3926,216,711,481,233,1583,702,347,434,473,2427,245,2,2007
SEGOVIA,5182,332,1119,738,272,1831,890,455,678,795,2927,327,2,2008
SEGOVIA,8123,668,2252,1371,418,2345,1069,583,1017,1778,4406,339,2,2009
SEGOVIA,4474,280,800,534,327,1831,702,402,541,459,2737,335,3,2006
SEGOVIA,3867,208,682,464,241,1566,706,349,429,440,2389,260,3,2007
SEGOVIA,5082,323,1094,741,287,1764,873,434,672,792,2848,336,3,2008
SEGOVIA,8359,705,2264,1405,446,2444,1095,616,1057,1735,4569,382,3,2009
SEGOVIA,4188,253,753,507,295,1689,691,380,479,429,2580,320,4,2006
SEGOVIA,3820,187,689,489,211,1536,708,348,501,433,2291,247,4,2007
SEGOVIA,5097,325,1070,761,279,1763,899,432,703,794,2832,336,4,2008
SEGOVIA,8290,700,2265,1404,444,2390,1087,617,1060,1678,4522,413,4,2009
SEGOVIA,4264,286,718,556,320,1700,684,367,475,457,2604,361,5,2005
SEGOVIA,3895,208,648,479,263,1615,682,344,449,389,2425,288,5,2006
SEGOVIA,3812,214,675,477,206,1540,700,334,482,424,2307,265,5,2007
SEGOVIA,5118,337,1121,782,276,1740,862,444,701,848,2782,343,5,2008
SEGOVIA,8045,673,2148,1353,441,2320,1110,605,1002,1559,4435,444,5,2009
SEGOVIA,4066,307,693,505,325,1588,648,337,446,420,2457,406,6,2005
SEGOVIA,3719,231,605,461,239,1533,650,334,444,360,2272,309,6,2006
SEGOVIA,3637,261,638,452,189,1427,670,301,427,418,2210,281,6,2007
SEGOVIA,5032,407,1157,776,255,1626,811,414,673,877,2664,404,6,2008
SEGOVIA,7780,739,2065,1305,417,2186,1068,590,977,1477,4233,503,6,2009
SEGOVIA,3849,278,677,478,289,1523,604,302,434,395,2327,391,7,2005
SEGOVIA,3573,202,601,446,214,1487,623,321,398,361,2175,318,7,2006
SEGOVIA,3619,255,662,450,186,1431,635,294,443,447,2164,271,7,2007
SEGOVIA,4938,394,1151,787,256,1582,768,382,683,888,2595,390,7,2008
SEGOVIA,7491,714,1964,1276,412,2108,1017,559,931,1435,4034,532,7,2009
SEGOVIA,3790,260,715,480,283,1484,568,276,454,411,2289,360,8,2005
SEGOVIA,3534,176,624,416,217,1469,632,296,413,370,2157,298,8,2006
SEGOVIA,3596,242,674,428,190,1431,631,297,458,427,2160,254,8,2007
SEGOVIA,5127,410,1258,819,255,1622,763,393,714,949,2675,396,8,2008
SEGOVIA,7454,652,1960,1275,397,2152,1018,537,904,1433,4048,532,8,2009
SEGOVIA,3858,256,718,472,287,1538,587,281,492,411,2345,329,9,2005
SEGOVIA,3450,205,581,399,228,1412,625,267,414,370,2120,279,9,2006
SEGOVIA,3799,248,696,479,199,1471,706,302,541,416,2257,283,9,2007
SEGOVIA,5390,440,1347,880,282,1643,798,419,701,1077,2823,370,9,2008
SEGOVIA,7625,627,1957,1285,438,2269,1049,519,918,1462,4180,546,9,2009
SEGOVIA,4062,258,736,498,306,1640,624,295,509,436,2548,274,10,2005
SEGOVIA,3574,203,595,429,221,1448,678,281,400,381,2260,252,10,2006
SEGOVIA,3985,268,745,460,232,1561,719,284,474,474,2452,301,10,2007
SEGOVIA,5776,429,1481,964,308,1760,834,442,728,1177,3077,352,10,2008
SEGOVIA,8160,640,2078,1341,445,2533,1123,741,914,1506,4450,549,10,2009
SEGOVIA,4215,259,748,514,331,1699,664,329,522,449,2605,310,11,2005
SEGOVIA,3612,211,602,439,202,1466,692,319,380,380,2284,249,11,2006
SEGOVIA,4198,247,841,527,231,1619,733,335,495,588,2490,290,11,2007
SEGOVIA,6474,511,1744,1085,347,1899,888,558,804,1357,3372,383,11,2008
SEGOVIA,4225,274,818,541,276,1676,640,366,527,524,2514,294,12,2005
SEGOVIA,3631,216,686,485,169,1424,651,331,387,447,2244,222,12,2006
SEGOVIA,4577,280,1006,661,223,1637,770,381,626,718,2558,294,12,2007
SEGOVIA,7022,590,2028,1227,312,1961,904,630,860,1625,3528,379,12,2008
SEVILLA,119379,8009,22449,14886,10093,39792,24150,6547,13428,13708,67159,18537,1,2006
SEVILLA,118914,7442,21560,14578,9243,39208,26883,6834,12903,12756,65897,20524,1,2007
SEVILLA,125090,7294,24805,16119,7639,40590,28643,8078,13115,15515,68903,19479,1,2008
SEVILLA,173705,12739,47142,24942,8507,48954,31421,5897,18445,39003,95642,14718,1,2009
SEVILLA,118755,7936,22006,14583,10226,39672,24332,6551,13370,13392,66799,18643,2,2006
SEVILLA,118059,7243,21016,14389,9438,38957,27016,6899,12783,12473,65264,20640,2,2007
SEVILLA,126602,7295,25649,16333,7801,40573,28951,8783,13317,16168,68782,19552,2,2008
SEVILLA,180719,13623,49218,25730,9202,50777,32169,6382,19410,40402,99010,15515,2,2009
SEVILLA,118173,7740,21592,14313,10266,39714,24548,6686,13112,13026,66204,19145,3,2006
SEVILLA,116107,6947,20473,14133,9187,38162,27205,6742,12539,12264,63821,20741,3,2007
SEVILLA,125239,7352,25373,16429,7572,39721,28792,8295,13111,16666,67552,19615,3,2008
SEVILLA,183991,13959,49947,26302,9647,51452,32684,6707,19618,40972,100297,16397,3,2009
SEVILLA,112883,6982,20441,14012,9289,37919,24240,6290,12694,12737,63133,18029,4,2006
SEVILLA,113528,6556,19876,14085,8678,37216,27117,6572,12361,12397,61878,20320,4,2007
SEVILLA,126729,7795,26324,16847,7507,39417,28839,8473,13221,17787,69455,17793,4,2008
SEVILLA,182897,13505,49818,26731,9299,50766,32778,6596,19389,41413,99188,16311,4,2009
SEVILLA,105822,6102,19999,14400,8161,36013,21147,5137,12621,13052,58657,16355,5,2005
SEVILLA,109898,6343,19738,13801,8283,37394,24339,5993,12294,12210,62185,17216,5,2006
SEVILLA,112604,6463,19849,14002,8088,36979,27223,6410,12154,12435,61532,20073,5,2007
SEVILLA,127145,7667,27103,17299,7073,39198,28805,8298,13184,18601,69592,17470,5,2008
SEVILLA,181034,12657,49089,26732,8657,50849,33050,6247,19221,40320,98718,16528,5,2009
SEVILLA,106512,6287,19630,14187,8295,36376,21737,5353,12553,12586,59074,16946,6,2005
SEVILLA,111163,6466,19480,13789,8619,37898,24911,6125,12453,12211,62378,17996,6,2006
SEVILLA,115034,6813,20293,14260,8399,37791,27478,6643,12143,12939,62513,20796,6,2007
SEVILLA,131252,8214,28469,17954,7253,40120,29242,8820,13587,19742,70982,18121,6,2008
SEVILLA,181320,12135,48327,26707,8550,52181,33420,6508,18937,39326,99928,16621,6,2009
SEVILLA,109509,6312,20344,14566,8350,37697,22240,5402,12797,13247,60771,17292,7,2005
SEVILLA,113133,6443,20130,14118,8640,38608,25194,6265,12403,12714,63259,18492,7,2006
SEVILLA,116454,6858,20862,14574,8320,38326,27514,6789,12189,13244,63379,20853,7,2007
SEVILLA,136629,8692,30303,18861,7488,41804,29481,9179,14040,20958,73815,18637,7,2008
SEVILLA,181589,11647,48171,26862,8448,52867,33594,6674,18967,38414,100425,17109,7,2009
SEVILLA,111216,6428,20925,14701,8470,38168,22524,5611,12881,13462,61862,17400,8,2005
SEVILLA,115016,6669,20984,14335,8707,39052,25269,6429,12467,13196,64381,18543,8,2006
SEVILLA,119014,7184,22056,14834,8328,38966,27646,6971,12342,14099,64729,20873,8,2007
SEVILLA,142616,9407,32904,19725,7807,43125,29648,9597,14572,22794,76679,18974,8,2008
SEVILLA,186205,11715,49862,27423,8661,54477,34067,6691,19234,39336,103203,17741,8,2009
SEVILLA,113087,6827,20906,14681,8945,38671,23057,5840,12489,13015,63418,18325,9,2005
SEVILLA,115055,6891,20500,14149,8893,38806,25816,6276,12174,12584,64569,19452,9,2006
SEVILLA,118385,7030,21701,14557,8304,38998,27795,6934,11974,13394,64763,21320,9,2007
SEVILLA,147472,10407,34257,20278,8476,43911,30143,9766,14802,23564,78632,20708,9,2008
SEVILLA,188590,11537,50606,27695,8551,55496,34705,6520,19100,39017,105517,18436,9,2009
SEVILLA,116554,7499,21481,14766,9717,39505,23586,6083,12727,13180,66032,18532,10,2005
SEVILLA,117803,7435,21241,14227,9333,39283,26284,6420,12316,12716,65933,20418,10,2006
SEVILLA,116952,5775,22135,14724,7013,39307,27998,7088,12070,13446,65563,18785,10,2007
SEVILLA,156999,11752,38115,21384,9277,45729,30742,10260,15627,25949,83051,22112,10,2008
SEVILLA,192717,11895,52122,28367,8775,56274,35284,6744,19521,40168,107124,19160,10,2009
SEVILLA,117812,7824,21623,14682,10108,39767,23808,6437,12903,13232,66652,18588,11,2005
SEVILLA,117601,7561,21104,14319,9266,38882,26469,6561,12241,12839,65219,20741,11,2006
SEVILLA,117156,5970,22326,14883,6840,39206,27931,7280,12135,13777,65576,18388,11,2007
SEVILLA,161990,12171,40507,22395,9210,46741,30966,10692,16468,27736,85105,21989,11,2008
SEVILLA,116994,7948,22481,14951,9488,38432,23694,6353,13473,14247,64706,18215,12,2005
SEVILLA,115332,7122,21496,14578,8350,37479,26307,6605,12789,13322,63100,19516,12,2006
SEVILLA,118570,6508,23907,15516,6572,38242,27825,7431,12704,15403,64841,18191,12,2007
SEVILLA,168720,12337,45644,24387,8429,46794,31129,11406,17476,32142,86333,21363,12,2008
SORIA,2751,193,561,384,172,948,493,142,564,310,1574,161,1,2006
SORIA,2562,176,469,337,163,886,531,117,495,256,1506,188,1,2007
SORIA,2435,147,486,359,153,770,520,104,446,275,1419,191,1,2008
SORIA,4277,387,1090,656,265,1199,680,190,877,712,2343,155,1,2009
SORIA,2733,172,542,364,174,961,520,128,558,282,1615,150,2,2006
SORIA,2662,208,472,340,184,895,563,104,513,261,1545,239,2,2007
SORIA,2573,176,504,362,153,825,553,110,459,276,1482,246,2,2008
SORIA,4545,446,1158,684,274,1266,717,192,1004,694,2500,155,2,2009
SORIA,2652,193,487,343,169,938,522,120,547,240,1577,168,3,2006
SORIA,2582,181,450,314,169,912,556,90,502,237,1517,236,3,2007
SORIA,2564,176,522,371,156,794,545,109,455,288,1442,270,3,2008
SORIA,4615,453,1156,672,315,1288,731,175,1015,662,2581,182,3,2009
SORIA,2489,195,439,333,160,872,490,105,509,227,1456,192,4,2006
SORIA,2464,174,420,305,174,848,543,83,498,225,1419,239,4,2007
SORIA,2572,177,509,368,148,802,568,116,458,286,1427,285,4,2008
SORIA,4465,427,1107,648,292,1260,731,166,987,637,2479,196,4,2009
SORIA,2303,142,395,300,150,868,448,82,530,183,1353,155,5,2005
SORIA,2391,194,403,310,158,852,474,109,487,189,1412,194,5,2006
SORIA,2286,132,379,302,162,782,529,75,458,204,1322,227,5,2007
SORIA,2473,170,485,366,143,755,554,108,475,291,1329,270,5,2008
SORIA,4202,377,1021,624,289,1177,714,162,904,616,2302,218,5,2009
SORIA,2305,133,398,306,158,881,429,86,509,184,1334,192,6,2005
SORIA,2237,204,365,290,149,763,466,100,444,196,1287,210,6,2006
SORIA,2125,149,315,279,181,703,498,69,405,181,1187,283,6,2007
SORIA,2347,193,453,344,140,717,500,98,442,268,1244,295,6,2008
SORIA,3937,374,949,600,252,1100,662,146,843,602,2106,240,6,2009
SORIA,2237,127,399,286,132,844,449,82,533,187,1272,163,7,2005
SORIA,2095,146,317,273,135,774,450,82,430,166,1245,172,7,2006
SORIA,2019,131,316,255,156,672,489,69,394,165,1144,247,7,2007
SORIA,2310,198,455,322,148,713,474,99,441,261,1239,270,7,2008
SORIA,3743,357,904,562,260,1046,614,131,808,593,1944,267,7,2009
SORIA,2266,122,404,286,151,851,452,85,533,191,1279,178,8,2005
SORIA,2062,131,315,269,131,779,437,81,447,166,1222,146,8,2006
SORIA,2006,122,301,257,152,718,456,66,392,178,1161,209,8,2007
SORIA,2399,212,497,328,166,752,444,97,458,308,1283,253,8,2008
SORIA,3791,369,899,548,272,1062,641,111,818,586,2001,275,8,2009
SORIA,2292,146,406,299,161,868,412,81,525,195,1306,185,9,2005
SORIA,2217,149,351,284,146,819,468,81,470,191,1294,181,9,2006
SORIA,2083,138,355,264,166,689,471,75,414,181,1192,221,9,2007
SORIA,2661,227,557,354,194,824,505,95,512,350,1433,271,9,2008
SORIA,4000,374,927,569,317,1124,689,119,810,608,2161,302,9,2009
SORIA,2598,172,495,330,200,941,460,106,553,239,1534,166,10,2005
SORIA,2301,148,386,292,168,800,507,93,442,204,1376,186,10,2006
SORIA,2272,154,392,291,166,754,515,83,436,208,1337,208,10,2007
SORIA,3148,282,688,456,221,920,581,140,656,389,1657,306,10,2008
SORIA,4259,394,1017,600,329,1177,742,140,800,625,2367,327,10,2009
SORIA,2565,161,477,339,187,923,478,108,558,238,1500,161,11,2005
SORIA,2326,139,394,284,171,817,521,92,438,198,1415,183,11,2006
SORIA,2144,131,371,298,150,706,488,82,397,205,1273,187,11,2007
SORIA,3368,293,793,482,224,979,597,150,700,436,1751,331,11,2008
SORIA,2603,167,533,344,167,900,492,128,571,280,1481,143,12,2005
SORIA,2402,157,439,329,149,828,500,103,467,255,1393,184,12,2006
SORIA,2307,132,464,326,138,751,496,86,434,261,1350,176,12,2007
SORIA,3890,353,991,589,234,1079,644,193,868,571,1921,337,12,2008
TARRAGONA,26863,2022,5869,3852,1969,8386,4765,852,3778,3427,17298,1508,1,2006
TARRAGONA,27056,1728,6124,3894,1795,8461,5054,809,3941,3486,17413,1407,1,2007
TARRAGONA,31120,2075,7757,4790,1934,8838,5726,1040,4305,4856,19568,1351,1,2008
TARRAGONA,51606,3944,16691,8361,2628,12775,7207,1293,7159,12950,29161,1043,1,2009
TARRAGONA,27178,1985,5814,3822,2065,8545,4947,885,3855,3382,17557,1499,2,2006
TARRAGONA,26286,1575,5660,3786,1706,8434,5125,783,3985,3227,17066,1225,2,2007
TARRAGONA,31816,2220,8042,4827,1939,9053,5735,1242,4303,4978,19765,1528,2,2008
TARRAGONA,53995,4113,17506,8731,2815,13299,7531,1491,7591,13358,30260,1295,2,2009
TARRAGONA,26170,1928,5433,3737,1881,8279,4912,872,3842,3214,16740,1502,3,2006
TARRAGONA,25341,1516,5235,3750,1606,8077,5157,774,3921,3029,16402,1215,3,2007
TARRAGONA,30964,2188,7820,4899,1810,8631,5616,1072,4219,5195,18980,1498,3,2008
TARRAGONA,55211,4202,17731,9036,2859,13643,7740,1542,7799,13654,30493,1723,3,2009
TARRAGONA,23740,1627,4946,3558,1582,7462,4565,733,3725,3016,14909,1357,4,2006
TARRAGONA,23976,1400,4944,3671,1394,7564,5003,701,3832,2971,15329,1143,4,2007
TARRAGONA,31559,2367,8107,4913,1771,8750,5651,1050,4214,5504,19142,1649,4,2008
TARRAGONA,54728,4076,17851,9171,2636,13324,7670,1518,8074,13826,29440,1870,4,2009
TARRAGONA,22288,1407,4507,3473,1551,7162,4188,762,3446,3051,13824,1205,5,2005
TARRAGONA,22959,1525,4737,3579,1469,7136,4513,802,3644,2952,14256,1305,5,2006
TARRAGONA,23316,1321,4781,3619,1351,7275,4969,711,3706,2933,14760,1206,5,2007
TARRAGONA,32025,2497,8593,5030,1760,8517,5628,1056,4391,5868,18990,1720,5,2008
TARRAGONA,54361,4010,17388,9275,2611,13284,7793,1478,7938,13568,29189,2188,5,2009
TARRAGONA,21550,1389,4183,3369,1436,6963,4210,752,3405,2935,13104,1354,6,2005
TARRAGONA,22613,1383,4576,3474,1468,7124,4588,677,3584,2970,13930,1452,6,2006
TARRAGONA,23072,1243,4710,3606,1335,7215,4963,697,3671,2955,14508,1241,6,2007
TARRAGONA,32644,2466,8925,5239,1671,8636,5707,1096,4469,6274,18852,1953,6,2008
TARRAGONA,51822,3631,16518,9086,2432,12511,7644,1484,7596,13075,27282,2385,6,2009
TARRAGONA,22596,1386,4609,3488,1303,7422,4388,774,3452,3302,13736,1332,7,2005
TARRAGONA,23490,1432,5009,3550,1396,7394,4709,796,3676,3261,14209,1548,7,2006
TARRAGONA,23868,1255,5174,3724,1263,7407,5045,777,3729,3463,14701,1198,7,2007
TARRAGONA,34002,2418,9649,5518,1624,8957,5836,1153,4622,6945,19312,1970,7,2008
TARRAGONA,51727,3455,16491,9244,2256,12477,7804,1469,7586,13067,27065,2540,7,2009
TARRAGONA,23470,1559,4983,3632,1387,7584,4325,732,3579,3673,14091,1395,8,2005
TARRAGONA,24158,1479,5325,3624,1432,7680,4618,687,3783,3598,14539,1551,8,2006
TARRAGONA,25808,1420,5950,3970,1374,7961,5133,791,4036,4028,15743,1210,8,2007
TARRAGONA,36378,2624,10758,5938,1720,9387,5951,1191,4811,7885,20438,2053,8,2008
TARRAGONA,53976,3515,17337,9628,2384,13056,8056,1389,7973,13698,28131,2785,8,2009
TARRAGONA,24173,1860,4929,3543,1719,7737,4385,725,3639,3426,14697,1686,9,2005
TARRAGONA,24150,1756,5240,3639,1625,7389,4501,670,3782,3396,14700,1602,9,2006
TARRAGONA,25333,1617,5852,3890,1475,7476,5023,805,3903,3769,15535,1321,9,2007
TARRAGONA,38297,3031,11376,6145,2047,9697,6001,1236,4942,8175,21507,2437,9,2008
TARRAGONA,56694,4049,17893,9853,2892,13831,8176,1486,7871,13833,30279,3225,9,2009
TARRAGONA,24563,1868,5244,3620,1839,7611,4381,871,3513,3365,15429,1385,10,2005
TARRAGONA,24936,1798,5338,3651,1757,7720,4672,683,3745,3262,15679,1567,10,2006
TARRAGONA,26341,1751,6012,3936,1716,7719,5207,801,3810,3699,16617,1414,10,2007
TARRAGONA,41021,3007,12456,6536,2114,10558,6350,1318,5306,8515,23509,2373,10,2008
TARRAGONA,59102,4169,18641,10179,3158,14451,8504,1664,8031,13979,31956,3472,10,2009
TARRAGONA,26309,2147,5565,3732,2003,8152,4710,739,3619,3362,17072,1517,11,2005
TARRAGONA,26284,1912,5690,3722,1933,8128,4899,698,3740,3276,16880,1690,11,2006
TARRAGONA,27796,1878,6463,4193,1772,8103,5387,807,3895,3951,17786,1357,11,2007
TARRAGONA,44522,3381,13781,7113,2269,11328,6650,1402,5716,9247,25819,2338,11,2008
TARRAGONA,26193,2152,5830,3859,1800,7922,4630,763,3678,3608,16657,1487,12,2005
TARRAGONA,26945,1887,6308,3933,1737,8163,4917,765,3884,3737,16988,1571,12,2006
TARRAGONA,29091,1956,7254,4523,1736,8196,5426,864,4112,4602,18218,1295,12,2007
TARRAGONA,47437,3539,15489,7757,2236,11688,6728,1453,6202,10440,27018,2324,12,2008
STA C TENERIFE,60108,3285,12614,9459,3998,20372,10380,1513,2883,9068,40476,6168,1,2006
STA C TENERIFE,55285,2781,10935,8840,3471,18649,10609,1461,2668,7609,37821,5726,1,2007
STA C TENERIFE,64611,3699,13942,10727,3656,20451,12136,1733,2840,10336,43561,6141,1,2008
STA C TENERIFE,97328,6594,26808,17222,4901,26424,15379,1533,4483,23833,62053,5426,1,2009
STA C TENERIFE,60205,3267,12487,9410,4107,20479,10455,1528,2873,8931,40602,6271,2,2006
